id,estado,estacao,data,precipitacao,temp_max,temp_min,insolacao,evaporacao_piche,temp_comp_med,umidade_rel_med,vel_vento_med,altitude
293079,SE,70757,01/06/2019,0.0,30.0,23.2,2.4,,25.98,93.25,,19.92
293080,SE,70757,02/06/2019,5.7,31.4,23.2,7.4,,26.46,73.0,,19.92
293081,SE,70757,03/06/2019,0.0,29.2,20.0,4.6,,25.38,87.0,,19.92
293082,SE,70757,04/06/2019,0.0,32.0,22.2,8.9,,25.98,74.5,,19.92
293083,SE,70757,05/06/2019,0.0,30.2,19.8,6.5,,25.0,81.25,,19.92
293084,SE,70757,06/06/2019,7.7,30.6,22.4,6.1,,25.22,86.0,,19.92
293085,SE,70757,07/06/2019,6.5,29.4,22.4,0.2,,24.62,91.5,,19.92
293086,SE,70757,08/06/2019,18.4,28.8,20.8,1.7,,24.62,90.75,,19.92
293087,SE,70757,09/06/2019,9.1,29.8,22.2,3.9,,25.54,90.5,,19.92
293088,SE,70757,10/06/2019,9.3,29.2,21.4,4.4,,25.5,84.75,,19.92
293089,SE,70757,11/06/2019,8.4,28.6,21.0,3.4,,24.84,83.5,,19.92
293090,SE,70757,12/06/2019,0.9,29.8,22.0,7.4,,25.08,85.5,,19.92
293091,SE,70757,13/06/2019,0.2,28.2,23.4,0.8,,25.26,83.0,,19.92
293092,SE,70757,14/06/2019,1.6,30.8,21.8,8.3,,26.18,74.5,,19.92
293093,SE,70757,15/06/2019,0.2,30.8,21.6,9.2,,25.46,67.25,,19.92
293094,SE,70757,16/06/2019,0.0,30.4,20.8,4.6,,24.78,79.5,,19.92
293095,SE,70757,17/06/2019,6.9,28.0,21.6,0.1,,24.26,95.0,,19.92
293096,SE,70757,18/06/2019,9.9,30.2,21.2,5.4,,24.94,82.0,,19.92
293097,SE,70757,19/06/2019,0.0,29.2,21.0,5.8,,24.78,84.5,,19.92
293098,SE,70757,20/06/2019,1.6,30.2,22.4,8.2,,25.78,80.25,,19.92
293099,SE,70757,21/06/2019,0.0,30.6,21.2,9.0,,25.46,76.5,,19.92
293100,SE,70757,22/06/2019,2.5,29.2,22.0,4.8,,24.7,83.5,,19.92
293101,SE,70757,23/06/2019,4.1,29.4,21.6,3.0,,24.7,94.75,,19.92
293102,SE,70757,24/06/2019,5.4,30.4,19.2,7.6,,24.54,83.0,,19.92
293103,SE,70757,25/06/2019,0.4,29.2,20.8,5.8,,24.42,81.25,,19.92
293104,SE,70757,26/06/2019,3.4,27.0,21.0,1.0,,23.66,92.5,,19.92
293105,SE,70757,27/06/2019,11.0,26.8,21.0,0.0,,23.52,95.0,,19.92
293106,SE,70757,28/06/2019,2.5,27.2,20.8,4.1,,23.9,91.5,,19.92
293107,SE,70757,29/06/2019,9.2,29.6,21.8,6.7,,25.06,79.5,,19.92
293108,SE,70757,30/06/2019,1.8,28.6,22.6,0.0,,25.06,90.5,,19.92
293109,SE,70757,01/07/2019,7.0,28.4,19.6,1.1,,23.62,89.5,,19.92
293110,SE,70757,02/07/2019,8.8,29.8,21.6,7.7,,24.86,81.5,,19.92
293111,SE,70757,03/07/2019,0.0,30.6,20.4,7.4,,25.26,85.25,,19.92
293112,SE,70757,04/07/2019,0.0,32.0,22.8,8.8,,26.56,82.25,,19.92
293113,SE,70757,05/07/2019,0.0,32.2,23.2,8.6,,26.78,78.25,,19.92
293114,SE,70757,06/07/2019,0.0,32.2,22.0,9.0,,26.4,77.5,,19.92
293115,SE,70757,07/07/2019,0.0,31.2,22.6,8.7,,25.82,76.0,,19.92
293116,SE,70757,08/07/2019,2.7,27.6,21.2,1.3,,23.44,84.5,,19.92
293117,SE,70757,09/07/2019,8.3,27.2,21.2,1.6,,23.86,91.0,,19.92
293118,SE,70757,10/07/2019,5.4,27.0,22.0,1.3,,23.98,94.25,,19.92
293119,SE,70757,11/07/2019,51.0,26.2,22.2,0.7,,23.58,95.25,,19.92
293120,SE,70757,12/07/2019,12.4,27.0,22.6,1.6,,24.38,93.75,,19.92
293121,SE,70757,13/07/2019,5.7,29.6,20.4,7.1,,24.26,86.0,,19.92
293122,SE,70757,14/07/2019,1.2,28.4,21.8,1.9,,24.46,89.25,,19.92
293123,SE,70757,15/07/2019,0.8,29.6,21.0,8.2,,24.24,77.5,,19.92
293124,SE,70757,16/07/2019,0.0,29.6,18.7,8.7,,23.34,84.0,,19.92
293125,SE,70757,17/07/2019,0.0,30.4,18.6,8.7,,23.8,80.25,,19.92
293126,SE,70757,18/07/2019,0.0,29.2,19.4,3.8,,23.42,92.75,,19.92
293127,SE,70757,19/07/2019,12.9,26.0,21.6,0.3,,23.38,89.0,,19.92
293128,SE,70757,20/07/2019,0.9,27.6,21.8,2.1,,23.74,82.25,,19.92
293129,SE,70757,21/07/2019,7.1,29.4,20.6,8.5,,24.58,81.5,,19.92
293130,SE,70757,22/07/2019,0.6,28.2,20.2,4.1,,23.82,84.5,,19.92
293131,SE,70757,23/07/2019,4.8,29.6,21.0,6.4,,25.18,79.75,,19.92
293132,SE,70757,24/07/2019,0.9,30.2,21.8,7.4,,24.86,80.5,,19.92
293133,SE,70757,25/07/2019,1.4,26.8,21.0,5.0,,23.14,86.0,,19.92
293134,SE,70757,26/07/2019,5.9,27.8,20.4,3.6,,23.3,84.75,,19.92
293135,SE,70757,27/07/2019,0.7,28.2,19.6,6.3,,23.9,84.5,,19.92
293136,SE,70757,28/07/2019,5.0,27.1,21.0,1.5,,23.38,87.25,,19.92
293137,SE,70757,29/07/2019,1.3,29.6,19.8,8.8,,24.7,80.25,,19.92
293138,SE,70757,30/07/2019,0.9,26.0,20.8,0.4,,23.22,96.25,,19.92
293139,SE,70757,31/07/2019,8.8,29.6,21.4,5.7,,24.3,82.25,,19.92
293140,SE,70757,01/08/2019,0.0,29.6,18.6,7.8,,23.5,87.75,,19.92
293141,SE,70757,02/08/2019,0.0,29.2,21.0,9.2,,24.02,73.75,,19.92
293142,SE,70757,03/08/2019,0.0,29.8,19.2,9.8,,23.88,83.25,,19.92
293143,SE,70757,04/08/2019,0.0,30.2,21.2,8.3,,24.98,80.0,,19.92
293144,SE,70757,05/08/2019,0.3,30.0,21.9,8.2,,25.02,76.5,,19.92
293145,SE,70757,06/08/2019,0.9,29.2,21.0,8.5,,24.02,81.0,,19.92
293146,SE,70757,07/08/2019,4.9,29.2,21.0,7.1,,24.02,82.0,,19.92
293147,SE,70757,08/08/2019,9.3,27.6,21.6,2.6,,23.14,82.25,,19.92
293148,SE,70757,09/08/2019,1.2,29.6,18.4,8.8,,23.7,83.5,,19.92
293149,SE,70757,10/08/2019,8.0,29.0,20.0,6.4,,24.42,83.5,,19.92
293150,SE,70757,11/08/2019,1.6,29.4,21.8,6.1,,24.3,90.5,,19.92
293151,SE,70757,12/08/2019,2.1,28.2,21.0,0.6,,24.1,88.5,,19.92
293152,SE,70757,13/08/2019,1.2,27.8,18.0,2.2,,23.5,89.25,,19.92
293153,SE,70757,14/08/2019,1.9,26.6,18.8,0.2,,22.46,92.75,,19.92
293154,SE,70757,15/08/2019,7.8,28.4,21.0,2.0,,23.78,83.75,,19.92
293155,SE,70757,16/08/2019,1.2,26.2,20.4,0.6,,23.22,92.0,,19.92
293156,SE,70757,17/08/2019,9.2,29.2,21.2,7.4,,24.2,84.75,,19.92
293157,SE,70757,18/08/2019,0.0,29.6,20.6,7.4,,24.46,82.5,,19.92
293158,SE,70757,19/08/2019,0.0,30.4,19.6,9.1,,24.1,84.0,,19.92
293159,SE,70757,20/08/2019,0.0,30.0,20.0,8.5,,24.14,80.75,,19.92
293160,SE,70757,21/08/2019,0.0,30.0,18.8,8.9,,23.28,78.75,,19.92
293161,SE,70757,22/08/2019,0.0,29.6,18.8,7.7,,23.02,85.0,,19.92
293162,SE,70757,23/08/2019,0.0,29.2,20.6,8.8,,24.3,75.75,,19.92
293163,SE,70757,24/08/2019,0.0,30.2,19.2,8.0,,23.98,80.0,,19.92
293164,SE,70757,25/08/2019,0.0,29.6,19.2,8.5,,24.14,82.25,,19.92
293165,SE,70757,26/08/2019,0.0,29.6,21.0,7.8,,24.74,80.25,,19.92
293166,SE,70757,27/08/2019,2.3,29.2,21.2,4.5,,23.82,86.25,,19.92
293167,SE,70757,28/08/2019,0.0,28.8,18.6,6.0,,23.54,77.75,,19.92
293168,SE,70757,29/08/2019,0.0,29.4,18.0,3.4,,23.66,76.75,,19.92
293169,SE,70757,30/08/2019,0.0,29.2,18.0,4.9,,23.5,86.5,,19.92
293170,SE,70757,31/08/2019,0.2,30.4,19.6,5.3,,24.62,77.25,,19.92
293171,SE,70757,01/09/2019,0.0,31.0,19.6,5.9,,24.86,82.0,,19.92
293172,SE,70757,02/09/2019,0.0,30.8,21.6,5.8,,25.66,83.0,,19.92
293173,SE,70757,03/09/2019,0.0,31.2,21.0,3.5,,25.4,75.25,,19.92
293174,SE,70757,04/09/2019,0.0,30.4,21.0,2.9,,25.74,75.0,,19.92
293175,SE,70757,05/09/2019,0.0,32.2,20.2,5.7,,28.94,77.0,,19.92
293176,SE,70757,06/09/2019,6.2,29.8,20.2,5.1,,24.14,74.25,,19.92
293177,SE,70757,07/09/2019,0.0,29.8,20.2,6.0,,24.5,74.0,,19.92
293178,SE,70757,08/09/2019,0.0,31.4,19.8,7.0,,25.22,66.75,,19.92
293179,SE,70757,09/09/2019,0.0,31.2,19.4,6.9,,25.06,76.75,,19.92
293180,SE,70757,10/09/2019,3.0,30.2,18.8,3.1,,24.5,84.75,,19.92
293181,SE,70757,11/09/2019,2.3,28.4,22.2,0.3,,25.1,91.75,,19.92
293182,SE,70757,12/09/2019,3.5,30.8,21.6,5.1,,25.74,73.75,,19.92
293183,SE,70757,13/09/2019,0.0,31.8,19.4,5.9,,25.74,72.0,,19.92
293184,SE,70757,14/09/2019,0.0,32.2,21.0,5.8,,25.66,70.5,,19.92
293185,SE,70757,15/09/2019,0.0,31.6,20.6,5.4,,25.52,76.25,,19.92
293186,SE,70757,16/09/2019,4.2,30.0,22.2,4.8,,25.22,73.25,,19.92
293187,SE,70757,17/09/2019,0.0,29.0,20.4,1.2,,24.22,81.25,,19.92
293188,SE,70757,18/09/2019,4.8,29.8,22.0,1.9,,24.74,85.75,,19.92
293189,SE,70757,19/09/2019,2.1,30.2,20.6,3.3,,24.98,78.75,,19.92
293190,SE,70757,21/09/2019,0.0,32.2,20.0,3.2,,25.62,72.25,,19.92
293191,SE,70757,22/09/2019,0.0,32.4,19.6,4.8,,25.58,71.25,,19.92
293192,SE,70757,23/09/2019,0.9,28.6,22.2,0.0,,24.66,88.5,,19.92
293193,SE,70757,24/09/2019,4.6,31.0,21.2,3.9,,25.22,74.75,,19.92
293194,SE,70757,25/09/2019,0.0,31.0,21.0,2.8,,25.9,70.0,,19.92
293195,SE,70757,26/09/2019,0.0,31.6,20.8,2.8,,25.62,76.0,,19.92
293196,SE,70757,27/09/2019,0.0,33.8,19.4,2.3,,26.58,66.5,,19.92
293197,SE,70757,28/09/2019,0.0,34.4,22.8,2.4,,27.18,70.5,,19.92
293198,SE,70757,29/09/2019,0.0,32.8,21.8,2.2,,26.62,69.5,,19.92
293199,SE,70757,30/09/2019,0.0,33.2,21.4,3.0,,26.58,70.25,,19.92
293200,SE,70757,01/10/2019,0.0,33.0,21.6,1.6,,25.9,76.25,,19.92
293201,SE,70757,02/10/2019,0.0,33.0,22.0,2.3,,26.84,70.75,,19.92
293202,SE,70757,03/10/2019,0.0,32.4,22.6,2.1,,27.12,71.5,,19.92
293203,SE,70757,04/10/2019,0.0,32.0,21.0,1.8,,26.1,72.5,,19.92
293204,SE,70757,05/10/2019,0.0,32.2,21.6,2.9,,26.34,70.25,,19.92
293205,SE,70757,06/10/2019,0.2,33.4,21.0,6.0,,26.7,71.5,,19.92
293206,SE,70757,07/10/2019,0.0,33.0,19.2,4.1,,26.18,73.5,,19.92
293207,SE,70757,08/10/2019,0.0,32.2,22.6,3.4,,26.58,68.75,,19.92
293208,SE,70757,09/10/2019,0.0,32.8,20.6,3.8,,26.88,70.25,,19.92
293209,SE,70757,10/10/2019,0.0,31.8,21.4,2.9,,26.44,68.75,,19.92
293210,SE,70757,11/10/2019,0.6,30.8,20.8,1.1,,26.02,73.75,,19.92
293211,SE,70757,12/10/2019,0.8,32.0,22.2,3.1,,26.38,71.25,,19.92
293212,SE,70757,13/10/2019,0.0,32.2,22.2,3.2,,26.58,66.5,,19.92
293213,SE,70757,14/10/2019,0.0,32.2,19.8,2.4,,26.1,69.5,,19.92
293214,SE,70757,15/10/2019,0.0,32.0,20.2,2.4,,26.3,68.5,5.6588400000000005,19.92
293215,SE,70757,16/10/2019,0.0,31.6,22.8,2.2,,26.38,66.5,,19.92
293216,SE,70757,17/10/2019,0.0,32.0,21.0,1.4,,25.98,73.5,,19.92
293217,SE,70757,18/10/2019,0.0,33.2,20.2,1.6,,26.7,66.25,,19.92
293218,SE,70757,19/10/2019,0.0,33.6,21.4,2.8,,26.78,69.75,,19.92
293219,SE,70757,20/10/2019,0.0,35.0,22.4,2.8,,27.98,65.5,,19.92
293220,SE,70757,21/10/2019,0.0,35.2,22.6,1.8,,27.98,69.0,,19.92
293221,SE,70757,22/10/2019,0.0,35.8,23.6,0.9,,28.3,65.75,,19.92
293222,SE,70757,23/10/2019,0.0,36.4,22.6,3.3,,28.46,66.0,,19.92
293223,SE,70757,24/10/2019,0.0,33.8,24.0,1.7,,27.68,67.25,,19.92
293224,SE,70757,25/10/2019,0.0,33.4,22.2,1.3,,27.12,69.5,,19.92
293225,SE,70757,26/10/2019,0.0,33.8,21.8,1.5,,27.06,73.0,,19.92
293226,SE,70757,27/10/2019,0.0,33.6,23.8,2.0,,27.9,68.75,,19.92
293227,SE,70757,28/10/2019,0.0,32.9,22.2,1.3,,26.84,72.25,,19.92
293228,SE,70757,29/10/2019,0.0,33.0,,1.8,,,68.5,,19.92
293229,SE,70757,30/10/2019,0.0,32.6,18.8,1.5,,26.34,71.5,,19.92
293230,SE,70757,31/10/2019,3.0,33.6,22.6,1.1,,27.22,70.0,,19.92
293231,SE,70757,01/11/2019,0.0,33.6,20.2,0.0,,26.82,71.0,,19.92
293232,SE,70757,02/11/2019,0.0,33.2,21.6,0.6,,27.26,66.5,,19.92
293233,SE,70757,03/11/2019,0.0,31.6,22.2,1.5,,26.9,75.0,,19.92
293234,SE,70757,04/11/2019,0.0,34.4,23.8,1.5,,28.08,65.75,,19.92
293235,SE,70757,05/11/2019,0.0,34.0,23.4,10.8,,27.64,68.0,,19.92
293236,SE,70757,06/11/2019,0.0,35.4,22.4,11.0,,27.98,66.25,,19.92
293237,SE,70757,07/11/2019,0.0,33.6,24.4,10.2,,27.82,67.0,,19.92
293238,SE,70757,08/11/2019,0.0,34.6,22.2,10.2,,27.62,70.0,,19.92
293239,SE,70757,09/11/2019,0.0,34.0,22.2,9.8,,27.82,68.0,,19.92
293240,SE,70757,10/11/2019,0.0,34.0,23.0,8.6,,27.3,74.5,,19.92
293241,SE,70757,11/11/2019,0.0,34.4,22.6,9.4,,27.86,69.25,,19.92
293242,SE,70757,12/11/2019,0.0,33.6,22.6,10.0,,27.5,69.0,,19.92
293243,SE,70757,13/11/2019,0.0,33.6,22.6,10.7,,27.7,67.0,,19.92
293244,SE,70757,14/11/2019,0.0,34.4,21.4,9.8,,27.66,64.5,,19.92
293245,SE,70757,15/11/2019,0.0,34.6,22.6,10.3,,27.66,67.5,,19.92
293246,SE,70757,16/11/2019,0.0,35.4,23.8,10.4,,28.98,60.0,,19.92
293247,SE,70757,17/11/2019,0.0,35.0,24.4,10.2,,28.62,63.75,,19.92
293248,SE,70757,18/11/2019,0.0,32.8,24.0,5.3,,27.0,73.25,,19.92
293249,SE,70757,19/11/2019,0.0,33.8,23.4,10.0,,27.7,62.5,,19.92
293250,SE,70757,20/11/2019,0.0,32.8,21.0,10.3,,27.22,63.75,,19.92
293251,SE,70757,21/11/2019,0.0,34.0,23.2,10.1,,27.66,64.75,,19.92
293252,SE,70757,22/11/2019,0.0,34.8,21.6,10.3,,27.62,65.0,,19.92
293253,SE,70757,23/11/2019,0.0,35.2,23.8,10.6,,28.62,63.5,,19.92
293254,SE,70757,24/11/2019,0.0,36.6,23.8,8.7,,29.46,66.5,,19.92
293255,SE,70757,25/11/2019,0.0,36.2,23.8,9.6,,29.34,68.5,,19.92
293256,SE,70757,26/11/2019,0.0,34.6,23.5,6.8,,28.34,65.5,,19.92
293257,SE,70757,27/11/2019,0.0,35.2,24.0,9.6,,28.64,67.5,,19.92
293258,SE,70757,28/11/2019,0.0,35.4,24.2,10.8,,28.42,63.0,,19.92
293259,SE,70757,29/11/2019,0.0,34.8,23.2,10.5,,27.82,63.75,,19.92
293260,SE,70757,30/11/2019,0.0,36.2,23.2,10.8,,28.58,58.25,,19.92
293261,SE,70757,01/12/2019,0.0,35.2,22.4,10.6,,28.42,59.0,,19.92
293262,SE,70757,02/12/2019,0.0,29.0,23.6,10.4,,27.58,63.75,,19.92
293263,SE,70757,03/12/2019,0.0,38.4,24.0,9.1,,29.68,58.5,,19.92
293264,SE,70757,04/12/2019,0.0,34.6,24.0,10.5,,28.92,65.25,,19.92
293265,SE,70757,05/12/2019,0.0,35.2,24.2,10.8,,28.78,61.25,,19.92
293266,SE,70757,06/12/2019,0.0,36.6,23.2,10.8,,29.02,59.75,,19.92
293267,SE,70757,07/12/2019,0.0,39.2,24.4,10.8,,30.54,63.5,,19.92
293268,SE,70757,08/12/2019,0.0,36.2,24.6,10.5,,29.06,68.0,,19.92
293269,SE,70757,09/12/2019,0.0,34.8,24.6,10.1,,28.54,66.5,,19.92
293270,SE,70757,10/12/2019,0.0,34.8,23.8,10.2,,28.46,66.75,,19.92
293271,SE,70757,11/12/2019,0.0,34.6,23.0,10.4,,28.26,63.0,,19.92
293272,SE,70757,12/12/2019,0.0,33.6,23.6,9.8,,27.88,62.25,,19.92
293273,SE,70757,13/12/2019,0.0,34.4,22.0,10.7,,28.06,64.0,,19.92
293274,SE,70757,14/12/2019,2.4,33.0,23.4,5.5,,27.38,66.75,,19.92
293275,SE,70757,15/12/2019,6.2,33.6,22.2,8.0,,27.78,64.25,,19.92
293276,SE,70757,16/12/2019,0.0,33.6,23.4,9.9,,28.18,66.0,,19.92
293277,SE,70757,17/12/2019,0.0,33.4,23.4,9.6,,27.9,65.75,,19.92
293278,SE,70757,18/12/2019,0.0,34.6,22.4,10.5,,28.04,67.75,,19.92
293279,SE,70757,19/12/2019,0.0,34.4,24.0,8.8,,28.3,68.25,,19.92
293280,SE,70757,20/12/2019,2.9,33.2,23.4,9.3,,27.7,71.0,,19.92
293281,SE,70757,21/12/2019,0.0,33.8,23.4,8.7,,28.42,63.75,,19.92
293282,SE,70757,22/12/2019,0.0,33.8,22.4,10.3,,28.1,58.75,,19.92
293283,SE,70757,23/12/2019,0.0,35.0,22.2,10.6,,28.58,60.5,,19.92
293284,SE,70757,24/12/2019,0.0,34.8,23.2,9.1,,28.66,63.5,,19.92
293285,SE,70757,25/12/2019,0.0,34.8,24.0,10.5,,28.82,60.0,,19.92
293286,SE,70757,26/12/2019,0.9,31.4,24.2,3.8,,27.94,64.75,,19.92
293287,SE,70757,27/12/2019,0.0,34.4,23.4,9.4,,27.98,63.75,,19.92
293288,SE,70757,28/12/2019,0.0,33.4,22.8,5.0,,27.78,63.5,,19.92
293289,SE,70757,29/12/2019,0.0,36.6,23.0,4.8,,28.92,75.0,,19.92
293290,SE,70757,30/12/2019,0.0,34.2,23.8,6.0,,28.1,68.5,,19.92
293291,SE,70757,31/12/2019,0.0,34.6,24.8,5.5,,28.94,71.5,,19.92
293292,SP,42509,04/07/2018,0.0,20.6,7.2,,2.0,,,,1642.0
293293,SP,42509,05/07/2018,0.0,20.2,7.0,,2.9,,,,1642.0
293294,SP,42509,06/07/2018,0.0,20.6,6.0,,2.1,,,,1642.0
293295,SP,42509,07/07/2018,0.0,21.4,5.1,,3.0,,,,1642.0
293296,SP,42509,09/07/2018,0.0,19.6,,,,,,,1642.0
293297,SP,42509,10/07/2018,0.0,11.3,9.0,,3.8,,,,1642.0
293298,SP,42509,11/07/2018,0.0,13.8,1.3,,0.2,,,,1642.0
293299,SP,42509,12/07/2018,0.0,17.4,0.5,,1.1,,,,1642.0
293300,SP,42509,13/07/2018,0.0,19.8,2.9,,3.9,,,,1642.0
293301,SP,42509,14/07/2018,0.0,20.8,4.7,,3.9,,,,1642.0
293302,SP,42509,16/07/2018,0.0,22.2,,,,,,,1642.0
293303,SP,42509,17/07/2018,0.0,23.0,6.0,,,,,,1642.0
293304,SP,42509,18/07/2018,0.0,22.0,7.0,,,,,,1642.0
293305,SP,42509,19/07/2018,0.0,22.6,6.8,,3.0,,,,1642.0
293306,SP,42509,20/07/2018,0.0,23.0,6.6,,3.3,,,,1642.0
293307,SP,42509,21/07/2018,0.0,22.2,7.2,,4.6,,,,1642.0
293308,SP,42509,22/07/2018,0.0,18.0,9.2,,2.6,,,,1642.0
293309,SP,42509,24/07/2018,0.0,20.0,,,,,,,1642.0
293310,SP,42509,25/07/2018,2.4,16.8,8.6,,1.5,,,,1642.0
293311,SP,42509,26/07/2018,0.0,19.0,5.3,,1.4,,,,1642.0
293312,SP,42509,27/07/2018,0.0,20.0,5.7,,2.1,,,,1642.0
293313,SP,42509,28/07/2018,0.0,21.8,6.2,,2.5,,,,1642.0
293314,SP,42509,29/07/2018,0.0,22.2,6.8,,3.7,,,,1642.0
293315,SP,42509,31/07/2018,11.6,12.6,,,,,,,1642.0
293316,SP,42509,01/08/2018,7.2,12.1,4.9,,0.2,,,,1642.0
293317,SP,42509,02/08/2018,18.4,18.4,8.6,,0.3,,,,1642.0
293318,SP,42509,03/08/2018,3.2,11.9,9.4,,0.3,,,,1642.0
293319,SP,42509,04/08/2018,40.4,17.6,8.8,,0.7,,,,1642.0
293320,SP,42509,06/08/2018,17.2,13.0,,,,,,,1642.0
293321,SP,42509,07/08/2018,20.3,19.6,7.4,,0.4,,,,1642.0
293322,SP,42509,08/08/2018,0.0,21.8,7.2,,1.4,,,,1642.0
293323,SP,42509,09/08/2018,4.0,20.8,9.2,,2.2,,,,1642.0
293324,SP,42509,10/08/2018,0.0,19.8,9.2,,3.9,,,,1642.0
293325,SP,42509,11/08/2018,0.0,19.4,2.1,,5.7,,,,1642.0
293326,SP,42509,13/08/2018,0.0,21.4,,,,,,,1642.0
293327,SP,42509,14/08/2018,0.0,23.4,3.7,,3.0,,,,1642.0
293328,SP,42509,15/08/2018,0.0,22.2,3.9,,2.5,,,,1642.0
293329,SP,42509,16/08/2018,0.0,16.6,7.6,,4.2,,,,1642.0
293330,SP,42509,17/08/2018,0.0,14.8,9.0,,0.8,,,,1642.0
293331,SP,42509,18/08/2018,0.0,19.6,4.9,,1.0,,,,1642.0
293332,SP,42509,20/08/2018,0.0,20.6,,,,,,,1642.0
293333,SP,42509,21/08/2018,0.0,22.4,6.0,,2.6,,,,1642.0
293334,SP,42509,22/08/2018,0.0,23.2,6.2,,3.8,,,,1642.0
293335,SP,42509,23/08/2018,0.0,23.4,8.8,,4.2,,,,1642.0
293336,SP,42509,24/08/2018,0.0,24.7,8.6,,4.0,,,,1642.0
293337,SP,42509,25/08/2018,12.3,16.4,11.2,,4.7,,,,1642.0
293338,SP,42509,27/08/2018,0.0,19.6,,,,,,,1642.0
293339,SP,42509,28/08/2018,0.0,,6.4,,1.2,,,,1642.0
293340,SP,42509,29/08/2018,0.0,21.8,6.6,,2.8,,,,1642.0
293341,SP,42509,30/08/2018,0.0,21.6,8.6,,2.9,,,,1642.0
293342,SP,42509,31/08/2018,0.0,24.2,6.2,,,,,,1642.0
293343,SP,42509,01/09/2018,0.0,24.3,7.4,,4.0,,,,1642.0
293344,SP,42509,02/09/2018,0.0,25.3,9.4,,5.1,,,,1642.0
293345,SP,42509,03/09/2018,0.0,24.0,13.2,,5.9,,,,1642.0
293346,SP,42509,04/09/2018,17.9,12.4,5.5,,2.0,,,,1642.0
293347,SP,42509,05/09/2018,7.6,13.8,4.5,,2.5,,,,1642.0
293348,SP,42509,06/09/2018,0.0,20.2,2.7,,1.5,,,,1642.0
293349,SP,42509,10/09/2018,0.0,22.4,,,,,,,1642.0
293350,SP,42509,11/09/2018,0.0,21.2,7.0,,2.7,,,,1642.0
293351,SP,42509,12/09/2018,0.0,21.8,8.2,,2.8,,,,1642.0
293352,SP,42509,13/09/2018,0.0,23.8,8.0,,2.6,,,,1642.0
293353,SP,42509,14/09/2018,0.0,17.8,10.6,,3.9,,,,1642.0
293354,SP,42509,15/09/2018,18.7,18.0,10.6,,0.6,,,,1642.0
293355,SP,42509,17/09/2018,8.7,15.0,,,0.7,,,,1642.0
293356,SP,42509,18/09/2018,6.7,19.0,12.2,,2.2,,,,1642.0
293357,SP,42509,19/09/2018,1.1,23.2,12.8,,2.1,,,,1642.0
293358,SP,42509,20/09/2018,0.0,18.8,12.4,,1.4,,,,1642.0
293359,SP,42509,21/09/2018,31.5,21.8,12.4,,0.8,,,,1642.0
293360,SP,42509,22/09/2018,0.0,24.7,7.8,,1.4,,,,1642.0
293361,SP,42509,24/09/2018,0.0,28.1,,,,,,,1642.0
293362,SP,42509,25/09/2018,0.0,26.7,10.4,,5.0,,,,1642.0
293363,SP,42509,26/09/2018,0.0,26.5,13.0,,4.4,,,,1642.0
293364,SP,42509,27/09/2018,0.0,26.1,14.0,,4.7,,,,1642.0
293365,SP,42509,28/09/2018,0.7,17.4,13.2,,3.3,,,,1642.0
293366,SP,42509,29/09/2018,2.0,24.3,13.8,,,,,,1642.0
293367,SP,42509,01/10/2018,41.3,18.4,,,,,,,1642.0
293368,SP,42509,23/10/2018,0.0,24.2,,,0.5,,,,1642.0
293369,SP,42509,24/10/2018,0.0,19.2,12.8,,2.0,,,,1642.0
293370,SP,42509,25/10/2018,27.5,17.2,12.6,,0.8,,,,1642.0
293371,SP,42509,26/10/2018,21.9,20.6,13.6,,0.8,,,,1642.0
293372,SP,42509,27/10/2018,22.1,17.6,14.6,,0.9,,,,1642.0
293373,SP,42509,29/10/2018,2.1,21.4,,,,,,,1642.0
293374,SP,42509,31/10/2018,0.0,25.3,10.4,,2.0,,,,1642.0
293375,SP,42509,01/11/2018,0.7,24.3,12.2,,2.5,,,,1642.0
293376,SP,42509,02/11/2018,18.4,26.1,13.8,,1.5,,,,1642.0
293377,SP,42509,03/11/2018,0.0,24.9,14.6,,1.7,,,,1642.0
293378,SP,42509,05/11/2018,5.6,16.2,,,,,,,1642.0
293379,SP,42509,06/11/2018,0.0,17.6,11.6,,0.8,,,,1642.0
293380,SP,42509,07/11/2018,13.1,20.2,13.8,,0.7,,,,1642.0
293381,SP,42509,08/11/2018,14.7,15.8,12.2,,0.5,,,,1642.0
293382,SP,42509,09/11/2018,9.8,18.4,10.4,,1.1,,,,1642.0
293383,SP,42509,10/11/2018,3.4,19.2,12.0,,1.4,,,,1642.0
293384,SP,42509,12/11/2018,3.6,23.8,,,,,,,1642.0
293385,SP,42509,13/11/2018,4.1,26.3,12.4,,1.5,,,,1642.0
293386,SP,42509,14/11/2018,0.0,27.7,13.6,,3.0,,,,1642.0
293387,SP,42509,15/11/2018,0.0,24.9,14.2,,3.1,,,,1642.0
293388,SP,42509,16/11/2018,6.0,24.3,15.6,,1.9,,,,1642.0
293389,SP,42509,17/11/2018,0.0,23.2,11.8,,1.4,,,,1642.0
293390,SP,42509,19/11/2018,40.7,15.6,,,,,,,1642.0
293391,SP,42509,20/11/2018,4.9,16.6,10.6,,2.6,,,,1642.0
293392,SP,42509,21/11/2018,2.5,17.0,11.2,,0.3,,,,1642.0
293393,SP,42509,22/11/2018,1.3,21.6,11.8,,0.7,,,,1642.0
293394,SP,42509,23/11/2018,0.0,24.3,13.2,,2.1,,,,1642.0
